x,y,om,blE,gM,s,t 
518330,2862160,7.111111111,0,92.88888889,0,0
518360,2862160,8,1.777777778,90.22222222,0,0
518390,2862160,1.333333333,93.33333333,5.333333333,0,0
518420,2862160,3.555555556,80.88888889,15.55555556,0,0
518450,2862160,0,13.33333333,86.66666667,0,0
518480,2862160,0,0,100,0,0
518510,2862160,0,12.88888889,87.11111111,0,0
518540,2862160,0.444444444,69.33333333,30.22222222,0,0
518570,2862160,27.55555556,57.77777778,14.66666667,0,0
518600,2862160,8.444444444,44,47.55555556,0,0
518630,2862160,3.555555556,87.55555556,8.888888889,0,0
518660,2862160,3.555555556,26.66666667,69.77777778,0,0
518690,2862160,4,2.222222222,93.77777778,0,0
518720,2862160,20,34.22222222,45.77777778,0,0
518750,2862160,9.777777778,38.66666667,51.55555556,0,0
518780,2862160,0,23.11111111,76.88888889,0,0
518810,2862160,0,6.666666667,93.33333333,0,0
518840,2862160,1.333333333,92.88888889,4.444444444,1.333333333,0
518870,2862160,0.444444444,51.55555556,48,0,0
518900,2862160,30.66666667,14.66666667,54.66666667,0,0
518930,2862160,0.444444444,26.22222222,73.33333333,0,0
518960,2862160,0,9.777777778,90.22222222,0,0
518990,2862160,0,12.44444444,87.55555556,0,0
519020,2862160,0,30.22222222,69.77777778,0,0
519050,2862160,0,100,0,0,0
519080,2862160,0,100,0,0,0
519110,2862160,0.888888889,96.44444444,2.666666667,0,0
519140,2862160,22.66666667,50.66666667,26.66666667,0,0
519170,2862160,10.22222222,87.11111111,2.666666667,0,0
519200,2862160,0,91.11111111,8.888888889,0,0
519230,2862160,1.777777778,28.88888889,69.33333333,0,0
519260,2862160,0,68.88888889,31.11111111,0,0
519290,2862160,0,0.444444444,99.55555556,0,0
519320,2862160,10.66666667,2.666666667,86.66666667,0,0
519350,2862160,12.88888889,68.44444444,18.66666667,0,0
519380,2862160,0,48.88888889,50.22222222,0.888888889,0
519410,2862160,0,0,100,0,0
519440,2862160,17.77777778,0,82.22222222,0,0
519470,2862160,4,5.777777778,90.22222222,0,0
519500,2862160,0,44.88888889,55.11111111,0,0
519530,2862160,0,56.44444444,43.55555556,0,0
519560,2862160,4,84.88888889,11.11111111,0,0
519590,2862160,0,88.88888889,11.11111111,0,0
519620,2862160,0,10.22222222,89.77777778,0,0
519650,2862160,0,0,100,0,0
519680,2862160,0,0,100,0,0
519710,2862160,0,52,39.11111111,6.666666667,2.222222222
519740,2862160,0,0,100,0,0
519770,2862160,1.777777778,23.11111111,75.11111111,0,0
519800,2862160,0,16.44444444,83.55555556,0,0
519830,2862160,0,68,32,0,0
519860,2862160,0,51.11111111,48.88888889,0,0
519890,2862160,1.333333333,89.33333333,9.333333333,0,0
519920,2862160,14.22222222,83.11111111,2.666666667,0,0
519950,2862160,0,98.22222222,1.777777778,0,0
519980,2862160,0,9.777777778,90.22222222,0,0
520010,2862160,0,0,100,0,0
520040,2862160,0,23.11111111,76.88888889,0,0
520070,2862160,18.66666667,67.11111111,0,14.22222222,0
520100,2862160,7.111111111,68,0,24.88888889,0
520130,2862160,0,100,0,0,0
520160,2862160,1.777777778,79.55555556,18.66666667,0,0
520190,2862160,4.888888889,5.333333333,89.77777778,0,0
520220,2862160,0,0,100,0,0
520250,2862160,0,0.444444444,99.55555556,0,0
520280,2862160,0.888888889,0.444444444,98.66666667,0,0
520310,2862160,0.444444444,1.777777778,97.77777778,0,0
520340,2862160,0,0,100,0,0
520370,2862160,31.55555556,10.66666667,48,6.666666667,3.111111111
520400,2862160,0,48.44444444,44,7.555555556,0
520430,2862160,0,95.11111111,3.111111111,1.777777778,0
520460,2862160,3.111111111,14.22222222,82.66666667,0,0
520490,2862160,0,18.66666667,81.33333333,0,0
520520,2862160,0.444444444,62.66666667,36.88888889,0,0
520550,2862160,0,0,100,0,0
520580,2862160,0,19.11111111,80.88888889,0,0
520610,2862160,0,61.33333333,33.33333333,5.333333333,0
520640,2862160,0,1.333333333,98.66666667,0,0
520670,2862160,0,0.444444444,99.55555556,0,0
520700,2862160,0,0,100,0,0
520730,2862160,3.111111111,29.33333333,67.55555556,0,0
520760,2862160,4.888888889,51.55555556,42.66666667,0.888888889,0
520790,2862160,0,11.55555556,88.44444444,0,0
520820,2862160,0,0,100,0,0
520850,2862160,0,0,100,0,0
520880,2862160,0.444444444,0,99.55555556,0,0
520910,2862160,0,0.444444444,99.55555556,0,0
520940,2862160,25.77777778,36,8.888888889,29.33333333,0
520970,2862160,6.222222222,56.88888889,20.44444444,16.44444444,0
521000,2862160,1.333333333,56.44444444,42.22222222,0,0
521030,2862160,0.444444444,86.22222222,13.33333333,0,0
521060,2862160,20.44444444,63.11111111,15.11111111,1.333333333,0
521090,2862160,76.88888889,9.333333333,0,13.77777778,0
521120,2862160,78.66666667,4.888888889,0,16.44444444,0
521150,2862160,45.77777778,35.55555556,14.22222222,4.444444444,0
521180,2862160,11.55555556,81.33333333,7.111111111,0,0
521210,2862160,14.22222222,81.33333333,4.444444444,0,0
521240,2862160,1.777777778,72.88888889,25.33333333,0,0
521270,2862160,0.888888889,23.11111111,76,0,0
521300,2862160,17.33333333,68.88888889,8.888888889,4.888888889,0
521330,2862160,2.222222222,8,89.77777778,0,0
521360,2862160,0,0,100,0,0
521390,2862160,0.444444444,8.444444444,91.11111111,0,0
521420,2862160,0,27.11111111,72.88888889,0,0
521450,2862160,0,11.55555556,88.44444444,0,0
521480,2862160,0,0,100,0,0
521510,2862160,0,35.55555556,64,0.444444444,0
521540,2862160,2.222222222,76,16,5.333333333,0.444444444
521570,2862160,6.222222222,21.77777778,72,0,0
521600,2862160,10.22222222,4.888888889,84.88888889,0,0
521630,2862160,2.222222222,81.33333333,16.44444444,0,0
521660,2862160,0,78.22222222,0,21.77777778,0
521690,2862160,0,41.33333333,58.66666667,0,0
521720,2862160,0,13.77777778,86.22222222,0,0
521750,2862160,1.333333333,77.33333333,21.33333333,0,0
521780,2862160,0.888888889,22.66666667,76.44444444,0,0
521810,2862160,4,83.55555556,2.666666667,9.777777778,0
521840,2862160,0.888888889,11.11111111,88,0,0
521870,2862160,0,4.444444444,95.55555556,0,0
521900,2862160,6.222222222,68,20,5.777777778,0
521930,2862160,67.55555556,8.888888889,0.444444444,23.11111111,0
521960,2862160,99.55555556,0,0,0.444444444,0
521990,2862160,97.33333333,0,0,2.666666667,0
522020,2862160,100,0,0,0,0
522050,2862160,100,0,0,0,0
522080,2862160,100,0,0,0,0
522110,2862160,94.66666667,1.777777778,0,3.555555556,0
522140,2862160,28.44444444,17.33333333,40.88888889,13.33333333,0
522170,2862160,10.66666667,0,89.33333333,0,0
522200,2862160,20.44444444,57.77777778,21.77777778,0,0
522230,2862160,53.77777778,31.11111111,15.11111111,0,0
522260,2862160,34.22222222,64.88888889,0.888888889,0,0
522290,2862160,16.88888889,75.55555556,7.555555556,0,0
522320,2862160,0.444444444,60.88888889,38.66666667,0,0
522350,2862160,0,15.11111111,84,0.444444444,0.444444444
522380,2862160,0.444444444,74.66666667,24.88888889,0,0
522410,2862160,24.44444444,71.11111111,4.444444444,0,0
522440,2862160,1.777777778,32.44444444,65.77777778,0,0
522470,2862160,0,0,100,0,0
522500,2862160,4,73.33333333,22.66666667,0,0
522530,2862160,16,37.33333333,46.66666667,0,0
522560,2862160,9.333333333,0.888888889,89.77777778,0,0
522590,2862160,2.222222222,40,57.77777778,0,0
522620,2862160,26.22222222,38.66666667,35.11111111,0,0
522650,2862160,5.777777778,88,6.222222222,0,0
522680,2862160,5.777777778,92.44444444,1.777777778,0,0
522710,2862160,13.33333333,74.66666667,12,0,0
522740,2862160,0,2.222222222,97.77777778,0,0
522770,2862160,0,0,100,0,0
522800,2862160,0,6.222222222,93.77777778,0,0
522830,2862160,0,13.33333333,86.66666667,0,0
522860,2862160,33.77777778,45.77777778,20.44444444,0,0
522890,2862160,12,86.66666667,1.333333333,0,0
522920,2862160,23.11111111,50.22222222,0,23.55555556,3.111111111
522950,2862160,18.66666667,48.44444444,3.111111111,29.77777778,0
522980,2862160,2.222222222,36,61.77777778,0,0
523010,2862160,0.444444444,26.66666667,72.88888889,0,0
523040,2862160,0,99.55555556,0.444444444,0,0
523070,2862160,0.444444444,91.55555556,8,0,0
523100,2862160,10.22222222,51.55555556,38.22222222,0,0
523130,2862160,12,88,0,0,0
523160,2862160,8,92,0,0,0
523190,2862160,6.666666667,93.33333333,0,0,0
523220,2862160,0,84.44444444,15.55555556,0,0
523250,2862160,0,36,64,0,0
523280,2862160,0,54.66666667,45.33333333,0,0
523310,2862160,0.888888889,81.33333333,0,17.77777778,0
523340,2862160,0,55.11111111,0,44.88888889,0
523370,2862160,0,83.11111111,16.88888889,0,0
523400,2862160,0,0,100,0,0
523430,2862160,0,4.444444444,95.55555556,0,0
523460,2862160,5.333333333,72.88888889,21.77777778,0,0
523490,2862160,12.88888889,85.33333333,1.777777778,0,0
523520,2862160,20.44444444,79.55555556,0,0,0
523550,2862160,3.555555556,96,0.444444444,0,0
523580,2862160,17.33333333,82.66666667,0,0,0
523610,2862160,13.33333333,84.44444444,2.222222222,0,0
523640,2862160,5.333333333,94.66666667,0,0,0
523670,2862160,2.222222222,85.77777778,12,0,0
523700,2862160,0,13.77777778,86.22222222,0,0
523730,2862160,0,76.88888889,23.11111111,0,0
523760,2862160,0,12.88888889,87.11111111,0,0
523790,2862160,0,30.66666667,69.33333333,0,0
523820,2862160,0,49.77777778,50.22222222,0,0
523850,2862160,0.888888889,96.88888889,2.222222222,0,0
523880,2862160,2.666666667,22.66666667,74.66666667,0,0
523910,2862160,4.888888889,27.55555556,67.55555556,0,0
523940,2862160,0,4,96,0,0
523970,2862160,0.888888889,12.44444444,86.66666667,0,0
524000,2862160,5.777777778,93.77777778,0.444444444,0,0
524030,2862160,0.444444444,59.11111111,40.44444444,0,0
524060,2862160,0,4.888888889,95.11111111,0,0
524090,2862160,0,0.444444444,99.55555556,0,0
524120,2862160,4.888888889,51.55555556,43.55555556,0,0
524150,2862160,2.666666667,52.88888889,44.44444444,0,0
524180,2862160,0,27.55555556,72.44444444,0,0
524210,2862160,0.888888889,20.88888889,78.22222222,0,0
524240,2862160,3.111111111,2.666666667,88,5.777777778,0.444444444
524270,2862160,18.66666667,8.444444444,0,72.44444444,0.444444444
524300,2862160,3.111111111,14.22222222,82.66666667,0,0
524330,2862160,0,0,100,0,0
524360,2862160,0,0,100,0,0
524390,2862160,0.444444444,18.22222222,79.55555556,1.777777778,0
524420,2862160,0,0.444444444,99.55555556,0,0
524450,2862160,0,0,100,0,0
524480,2862160,2.666666667,23.55555556,73.77777778,0,0
524510,2862160,18.66666667,73.33333333,3.555555556,4.444444444,0
524540,2862160,0,53.77777778,0,46.22222222,0
524570,2862160,6.666666667,84.88888889,8.444444444,0,0
524600,2862160,2.222222222,97.33333333,0.444444444,0,0
524630,2862160,3.555555556,77.33333333,15.55555556,3.555555556,0
524660,2862160,0,0.888888889,99.11111111,0,0
524690,2862160,0,0,100,0,0
524720,2862160,0.444444444,0,99.55555556,0,0
524750,2862160,2.222222222,68.44444444,29.33333333,0,0
524780,2862160,0.888888889,88,11.11111111,0,0
524810,2862160,0,100,0,0,0
524840,2862160,0,43.55555556,56.44444444,0,0
524870,2862160,0,0,100,0,0
524900,2862160,0,57.77777778,42.22222222,0,0
524930,2862160,0.444444444,95.55555556,4,0,0
524960,2862160,0,54.66666667,45.33333333,0,0
524990,2862160,0,0,100,0,0
525020,2862160,0,3.111111111,96.88888889,0,0
525050,2862160,0,0,100,0,0
525080,2862160,0,0,100,0,0
525110,2862160,2.222222222,40.88888889,56.88888889,0,0
525140,2862160,5.777777778,62.66666667,28.88888889,2.666666667,0
525170,2862160,0,0,100,0,0
525200,2862160,0,0,100,0,0
525230,2862160,1.777777778,0.888888889,97.33333333,0,0
525260,2862160,0,0,100,0,0
525290,2862160,0,84.44444444,15.55555556,0,0
525320,2862160,0,100,0,0,0
525350,2862160,3.555555556,81.77777778,14.66666667,0,0
525380,2862160,1.333333333,55.11111111,43.55555556,0,0
525410,2862160,0.444444444,13.77777778,85.77777778,0,0
525440,2862160,0,36,64,0,0
525470,2862160,0.444444444,93.77777778,5.777777778,0,0
525500,2862160,0,39.11111111,60.88888889,0,0
525530,2862160,0.888888889,0,99.11111111,0,0
525560,2862160,0,0,100,0,0
525590,2862160,0,0,100,0,0
525620,2862160,0,0,100,0,0
525650,2862160,0,9.333333333,90.66666667,0,0
525680,2862160,0,0,100,0,0
525710,2862160,0,0,100,0,0
525740,2862160,0.888888889,84.44444444,12,2.666666667,0
525770,2862160,20.88888889,64,3.111111111,12,0
525800,2862160,37.33333333,48.44444444,5.333333333,8.888888889,0
525830,2862160,56.44444444,22.66666667,15.55555556,5.333333333,0
525860,2862160,56.88888889,30.66666667,0,12.44444444,0
525890,2862160,19.11111111,64.44444444,0.888888889,15.55555556,0
525920,2862160,52.44444444,30.66666667,0.444444444,16.44444444,0
525950,2862160,40.44444444,11.11111111,0,48.44444444,0
525980,2862160,34.22222222,55.55555556,0.888888889,9.333333333,0
526010,2862160,8.444444444,36.44444444,54.22222222,0.888888889,0
526040,2862160,11.11111111,41.77777778,47.11111111,0,0
526070,2862160,54.66666667,32.44444444,12.88888889,0,0
526100,2862160,8.444444444,12.44444444,79.11111111,0,0
526130,2862160,1.777777778,3.555555556,94.66666667,0,0
526160,2862160,0,0,100,0,0
526190,2862160,7.555555556,26.66666667,65.77777778,0,0
526220,2862160,12,86.66666667,1.333333333,0,0
526250,2862160,3.555555556,60.44444444,36,0,0
526280,2862160,2.222222222,22.22222222,75.55555556,0,0
526310,2862160,0,0,100,0,0
526340,2862160,0,13.33333333,86.66666667,0,0
526370,2862160,1.333333333,9.777777778,88.88888889,0,0
526400,2862160,0.444444444,18.22222222,81.33333333,0,0
526430,2862160,3.555555556,26.22222222,70.22222222,0,0
526460,2862160,5.333333333,79.11111111,15.55555556,0,0
526490,2862160,2.222222222,0,97.77777778,0,0
526520,2862160,0.888888889,0,99.11111111,0,0
526550,2862160,0,0,100,0,0
526580,2862160,2.666666667,16,81.33333333,0,0
526610,2862160,1.333333333,53.33333333,45.33333333,0,0
526640,2862160,0.444444444,58.66666667,40.88888889,0,0
526670,2862160,0,32,68,0,0
526700,2862160,0,0,100,0,0
526730,2862160,7.555555556,27.11111111,64.44444444,0.888888889,0
526760,2862160,5.333333333,10.66666667,84,0,0
526790,2862160,0,0,100,0,0
526820,2862160,3.555555556,67.55555556,28.88888889,0,0
526850,2862160,4,39.55555556,56.44444444,0,0
526880,2862160,4.888888889,69.33333333,25.77777778,0,0
526910,2862160,0.444444444,92,7.555555556,0,0
526940,2862160,0.444444444,21.77777778,77.77777778,0,0
526970,2862160,0,0,100,0,0
518000,2862190,0,91.55555556,8.444444444,0,0
518030,2862190,1.333333333,98.66666667,0,0,0
518060,2862190,3.555555556,95.11111111,1.333333333,0,0
518090,2862190,19.55555556,72,8.444444444,0,0
518120,2862190,0,82.22222222,17.77777778,0,0
518150,2862190,0,79.55555556,20.44444444,0,0
518180,2862190,4.888888889,95.11111111,0,0,0
518210,2862190,12.88888889,83.11111111,4,0,0
518240,2862190,0,100,0,0,0
518270,2862190,0.444444444,99.55555556,0,0,0
518300,2862190,0,72.88888889,27.11111111,0,0
518330,2862190,8.888888889,0,91.11111111,0,0
518360,2862190,18.22222222,1.333333333,80.44444444,0,0
518390,2862190,5.777777778,28.44444444,65.77777778,0,0
518420,2862190,6.666666667,23.55555556,69.77777778,0,0
518450,2862190,1.777777778,0,97.77777778,0.444444444,0
518480,2862190,0,0,100,0,0
518510,2862190,0,7.555555556,92,0.444444444,0
518540,2862190,0,28,72,0,0
518570,2862190,0,4,96,0,0
518600,2862190,2.222222222,54.66666667,43.11111111,0,0
518630,2862190,0,95.11111111,4.888888889,0,0
518660,2862190,8.888888889,69.33333333,21.77777778,0,0
518690,2862190,13.77777778,56.88888889,29.33333333,0,0
518720,2862190,15.11111111,83.55555556,1.333333333,0,0
518750,2862190,2.666666667,97.33333333,0,0,0
518780,2862190,0.444444444,87.55555556,9.333333333,2.666666667,0
518810,2862190,4,31.11111111,64.88888889,0,0
518840,2862190,22.22222222,60.44444444,8.888888889,8.444444444,0
518870,2862190,0.444444444,61.77777778,37.77777778,0,0
518900,2862190,8.888888889,1.333333333,89.77777778,0,0
518930,2862190,0.888888889,26.22222222,72.88888889,0,0
518960,2862190,11.11111111,84,4.888888889,0,0
518990,2862190,1.333333333,89.77777778,8.888888889,0,0
519020,2862190,0,64.44444444,35.55555556,0,0
519050,2862190,0,88.44444444,11.55555556,0,0
519080,2862190,0,52.88888889,47.11111111,0,0
519110,2862190,4.888888889,31.55555556,63.55555556,0,0
519140,2862190,0.888888889,0,99.11111111,0,0
519170,2862190,8.444444444,27.11111111,64.44444444,0,0
519200,2862190,3.111111111,79.11111111,17.77777778,0,0
519230,2862190,0.444444444,20.44444444,79.11111111,0,0
519260,2862190,0,16.88888889,83.11111111,0,0
519290,2862190,0.888888889,0,99.11111111,0,0
519320,2862190,22.66666667,18.22222222,59.11111111,0,0
519350,2862190,0,100,0,0,0
519380,2862190,0,52,46.66666667,1.333333333,0
519410,2862190,0,0,100,0,0
519440,2862190,6.666666667,4,89.33333333,0,0
519470,2862190,10.22222222,68.44444444,21.33333333,0,0
519500,2862190,3.111111111,87.55555556,9.333333333,0,0
519530,2862190,0,100,0,0,0
519560,2862190,5.333333333,88,6.666666667,0,0
519590,2862190,0.444444444,88,11.55555556,0,0
519620,2862190,0,0.444444444,99.55555556,0,0
519650,2862190,0,0,100,0,0
519680,2862190,0,2.222222222,97.77777778,0,0
519710,2862190,10.22222222,16.44444444,65.33333333,2.222222222,5.777777778
519740,2862190,0,0,100,0,0
519770,2862190,2.666666667,5.333333333,92,0,0
519800,2862190,0.888888889,58.66666667,40.44444444,0,0
519830,2862190,0.444444444,90.66666667,8.888888889,0,0
519860,2862190,0.444444444,55.11111111,44.44444444,0,0
519890,2862190,28.44444444,60.88888889,10.66666667,0,0
519920,2862190,38.22222222,55.11111111,3.111111111,3.555555556,0
519950,2862190,20,63.55555556,16.44444444,0,0
519980,2862190,3.555555556,50.66666667,45.77777778,0,0
520010,2862190,0,17.33333333,82.66666667,0,0
520040,2862190,0,28.88888889,71.11111111,0,0
520070,2862190,0,100,0,0,0
520100,2862190,6.666666667,89.33333333,2.222222222,1.777777778,0
520130,2862190,2.222222222,97.33333333,0,0,0.444444444
520160,2862190,0,43.11111111,56.88888889,0,0
520190,2862190,0,0,100,0,0
520220,2862190,0,3.111111111,96.88888889,0,0
520250,2862190,5.333333333,29.77777778,33.77777778,24.88888889,6.222222222
520280,2862190,0,0.444444444,99.55555556,0,0
520310,2862190,0.444444444,0.444444444,99.11111111,0,0
520340,2862190,2.222222222,1.777777778,96,0,0
520370,2862190,13.77777778,34.66666667,37.77777778,13.77777778,0
520400,2862190,11.11111111,35.55555556,51.11111111,2.222222222,0
520430,2862190,0,86.22222222,13.77777778,0,0
520460,2862190,0,43.55555556,56.44444444,0,0
520490,2862190,0,35.55555556,64.44444444,0,0
520520,2862190,0,100,0,0,0
520550,2862190,0,30.66666667,69.33333333,0,0
520580,2862190,0,0,100,0,0
520610,2862190,0,0,100,0,0
520640,2862190,0,0,100,0,0
520670,2862190,0,0,100,0,0
520700,2862190,0,0,100,0,0
520730,2862190,0,29.33333333,70.66666667,0,0
520760,2862190,0,26.22222222,73.77777778,0,0
520790,2862190,0,1.777777778,98.22222222,0,0
520820,2862190,0,3.555555556,96.44444444,0,0
520850,2862190,0,0,100,0,0
520880,2862190,0,0,100,0,0
520910,2862190,0,3.555555556,96.44444444,0,0
520940,2862190,29.77777778,37.77777778,1.333333333,31.11111111,0
520970,2862190,44.44444444,28,26.66666667,0.888888889,0
521000,2862190,14.22222222,16,69.77777778,0,0
521030,2862190,12.88888889,44,43.11111111,0,0
521060,2862190,39.55555556,38.22222222,5.333333333,16.88888889,0
521090,2862190,54.22222222,30.66666667,0,15.11111111,0
521120,2862190,35.55555556,44.44444444,0,20,0
521150,2862190,17.77777778,71.11111111,1.333333333,9.777777778,0
521180,2862190,4.888888889,90.22222222,4.888888889,0,0
521210,2862190,4,89.33333333,6.666666667,0,0
521240,2862190,0,22.22222222,77.77777778,0,0
521270,2862190,2.222222222,7.555555556,90.22222222,0,0
521300,2862190,6.666666667,0.888888889,92.44444444,0,0
521330,2862190,0,0,100,0,0
521360,2862190,0,0,100,0,0
521390,2862190,9.777777778,33.77777778,51.11111111,5.333333333,0
521420,2862190,0,5.777777778,94.22222222,0,0
521450,2862190,0,5.777777778,94.22222222,0,0
521480,2862190,0,0,100,0,0
521510,2862190,0,60.44444444,39.55555556,0,0
521540,2862190,7.111111111,82.66666667,10.22222222,0,0
521570,2862190,3.111111111,94.22222222,2.666666667,0,0
521600,2862190,10.66666667,78.66666667,10.66666667,0,0
521630,2862190,0,65.33333333,34.66666667,0,0
521660,2862190,1.777777778,76,22.22222222,0,0
521690,2862190,4.444444444,37.77777778,57.77777778,0,0
521720,2862190,0,82.66666667,17.33333333,0,0
521750,2862190,0.444444444,99.55555556,0,0,0
521780,2862190,1.333333333,63.55555556,35.11111111,0,0
521810,2862190,2.666666667,89.33333333,8,0,0
521840,2862190,1.777777778,36.44444444,61.77777778,0,0
521870,2862190,0,0.444444444,99.55555556,0,0
521900,2862190,25.77777778,22.22222222,40.88888889,11.11111111,0
521930,2862190,94.66666667,0.444444444,0,4.888888889,0
521960,2862190,100,0,0,0,0
521990,2862190,88,0,0,11.55555556,0.444444444
522020,2862190,90.22222222,0,0,9.777777778,0
522050,2862190,98.22222222,0,0,1.777777778,0
522080,2862190,100,0,0,0,0
522110,2862190,97.33333333,0,0,2.666666667,0
522140,2862190,38.22222222,10.22222222,38.22222222,13.33333333,0
522170,2862190,0.888888889,0,99.11111111,0,0
522200,2862190,59.55555556,14.22222222,26.22222222,0,0
522230,2862190,20,35.11111111,44.88888889,0,0
522260,2862190,10.22222222,88,1.777777778,0,0
522290,2862190,0.444444444,99.55555556,0,0,0
522320,2862190,0,64,36,0,0
522350,2862190,0,0,100,0,0
522380,2862190,11.55555556,0.888888889,87.55555556,0,0
522410,2862190,24,58.22222222,17.77777778,0,0
522440,2862190,5.333333333,78.22222222,16.44444444,0,0
522470,2862190,1.777777778,60.44444444,37.77777778,0,0
522500,2862190,0,56.88888889,43.11111111,0,0
522530,2862190,0,2.222222222,97.77777778,0,0
522560,2862190,4,22.66666667,73.33333333,0,0
522590,2862190,40,42.66666667,17.33333333,0,0
522620,2862190,16,76.88888889,7.111111111,0,0
522650,2862190,13.77777778,72,14.22222222,0,0
522680,2862190,21.77777778,78.22222222,0,0,0
522710,2862190,23.55555556,65.33333333,11.11111111,0,0
522740,2862190,16.88888889,31.11111111,52,0,0
522770,2862190,0,0,100,0,0
522800,2862190,0,8,92,0,0
522830,2862190,0,0.444444444,99.55555556,0,0
522860,2862190,11.55555556,60,28.44444444,0,0
522890,2862190,12,28.44444444,59.55555556,0,0
522920,2862190,4,66.66666667,26.66666667,2.666666667,0
522950,2862190,18.22222222,56.44444444,13.77777778,11.55555556,0
522980,2862190,2.666666667,26.22222222,71.11111111,0,0
523010,2862190,1.777777778,95.11111111,3.111111111,0,0
523040,2862190,7.555555556,92.44444444,0,0,0
523070,2862190,24,76,0,0,0
523100,2862190,12.88888889,87.11111111,0,0,0
523130,2862190,19.55555556,80.44444444,0,0,0
523160,2862190,0,84,16,0,0
523190,2862190,0,52.44444444,47.55555556,0,0
523220,2862190,2.222222222,75.11111111,22.66666667,0,0
523250,2862190,0,82.66666667,17.33333333,0,0
523280,2862190,14.22222222,79.55555556,6.222222222,0,0
523310,2862190,3.555555556,89.77777778,0,6.666666667,0
523340,2862190,0,69.33333333,0,30.66666667,0
523370,2862190,0.444444444,75.55555556,23.11111111,0.888888889,0
523400,2862190,0,0,100,0,0
523430,2862190,0,4.888888889,95.11111111,0,0
523460,2862190,0.444444444,23.55555556,76,0,0
523490,2862190,0.888888889,27.55555556,71.55555556,0,0
523520,2862190,8,92,0,0,0
523550,2862190,1.777777778,98.22222222,0,0,0
523580,2862190,18.22222222,74.66666667,0.888888889,6.222222222,0
523610,2862190,12.44444444,82.66666667,4.888888889,0,0
523640,2862190,48.44444444,33.33333333,18.22222222,0,0
523670,2862190,28.88888889,66.66666667,4.444444444,0,0
523700,2862190,2.666666667,60.88888889,36.44444444,0,0
523730,2862190,6.222222222,56.88888889,36.88888889,0,0
523760,2862190,3.111111111,42.66666667,54.22222222,0,0
523790,2862190,0.888888889,69.33333333,27.55555556,2.222222222,0
523820,2862190,3.555555556,83.11111111,11.55555556,1.777777778,0
523850,2862190,4.888888889,56.88888889,38.22222222,0,0
523880,2862190,0,20,80,0,0
523910,2862190,0.888888889,8,91.11111111,0,0
523940,2862190,0,5.333333333,94.66666667,0,0
523970,2862190,6.222222222,16,77.77777778,0,0
524000,2862190,18.66666667,69.33333333,12,0,0
524030,2862190,0,4,96,0,0
524060,2862190,0,42.22222222,57.77777778,0,0
524090,2862190,0,15.55555556,84.44444444,0,0
524120,2862190,4.888888889,91.55555556,3.555555556,0,0
524150,2862190,0.444444444,60,39.55555556,0,0
524180,2862190,0,7.111111111,92.88888889,0,0
524210,2862190,0,1.777777778,98.22222222,0,0
524240,2862190,7.111111111,11.11111111,80.88888889,0.888888889,0
524270,2862190,35.11111111,29.77777778,10.66666667,21.77777778,2.666666667
524300,2862190,0.444444444,0.888888889,98.66666667,0,0
524330,2862190,0,0,100,0,0
524360,2862190,0,0,100,0,0
524390,2862190,4,0,96,0,0
524420,2862190,0,0,100,0,0
524450,2862190,0,0,100,0,0
524480,2862190,5.333333333,72.44444444,22.22222222,0,0
524510,2862190,12.88888889,75.11111111,0.888888889,11.11111111,0
524540,2862190,4.888888889,21.77777778,0,73.33333333,0
524570,2862190,27.55555556,55.55555556,12,4.888888889,0
524600,2862190,4.888888889,85.77777778,9.333333333,0,0
524630,2862190,0,19.11111111,80.88888889,0,0
524660,2862190,0,0,100,0,0
524690,2862190,0,3.111111111,96.88888889,0,0
524720,2862190,0,0.444444444,99.55555556,0,0
524750,2862190,7.111111111,26.22222222,66.66666667,0,0
524780,2862190,5.777777778,65.33333333,28.88888889,0,0
524810,2862190,2.222222222,47.11111111,50.66666667,0,0
524840,2862190,0,29.77777778,70.22222222,0,0
524870,2862190,0.888888889,8,91.11111111,0,0
524900,2862190,0,96.44444444,3.555555556,0,0
524930,2862190,0,100,0,0,0
524960,2862190,0.444444444,36.88888889,62.66666667,0,0
524990,2862190,0,0,100,0,0
525020,2862190,0.444444444,0,99.55555556,0,0
525050,2862190,0,0,100,0,0
525080,2862190,0,0.888888889,99.11111111,0,0
525110,2862190,0,80,20,0,0
525140,2862190,0,48.44444444,51.11111111,0.444444444,0
525170,2862190,0,3.111111111,96.88888889,0,0
525200,2862190,0,0,100,0,0
525230,2862190,0,4.444444444,95.55555556,0,0
525260,2862190,0,22.22222222,77.77777778,0,0
525290,2862190,0,64.88888889,35.11111111,0,0
525320,2862190,0,72.44444444,27.55555556,0,0
525350,2862190,0,15.11111111,84.88888889,0,0
525380,2862190,5.333333333,25.77777778,68.88888889,0,0
525410,2862190,0,31.11111111,68.88888889,0,0
525440,2862190,0,93.77777778,6.222222222,0,0
525470,2862190,0,100,0,0,0
525500,2862190,0,58.22222222,41.77777778,0,0
525530,2862190,0,0,100,0,0
525560,2862190,0,0,100,0,0
525590,2862190,0,0,100,0,0
525620,2862190,0,0,100,0,0
525650,2862190,0,0,100,0,0
525680,2862190,0,0,100,0,0
525710,2862190,0,0,100,0,0
525740,2862190,0.888888889,68,31.11111111,0,0
525770,2862190,10.22222222,75.55555556,13.33333333,0.888888889,0
525800,2862190,8.444444444,80.88888889,10.22222222,0.444444444,0
